X,aY,aZ,gX,gY,gZ
-0.079,0.121,0.940,9.766,38.696,-15.747
-0.069,0.105,0.924,9.644,36.255,-15.442
-0.058,0.089,0.913,8.301,33.264,-15.320
-0.042,0.073,0.914,7.385,31.433,-14.099
-0.033,0.063,0.916,6.714,30.518,-12.390
-0.028,0.059,0.909,6.409,29.724,-10.742
-0.025,0.054,0.896,5.737,28.503,-8.667
-0.027,0.049,0.890,4.517,26.917,-6.653
-0.033,0.051,0.900,2.869,24.658,-4.456
-0.029,0.052,0.914,1.892,21.973,-2.380
-0.028,0.058,0.928,1.892,19.226,-0.732
-0.030,0.054,0.981,2.197,17.273,0.977
-0.016,0.066,1.056,2.319,17.639,2.869
0.004,0.094,1.117,3.174,20.996,3.906
-0.004,0.101,1.171,5.127,27.161,2.991
0.012,0.106,1.232,5.310,35.217,0.549
0.035,0.124,1.271,3.235,44.312,-2.075
0.043,0.129,1.289,1.343,55.237,-5.615
0.033,0.114,1.286,-0.732,66.528,-9.888
0.018,0.086,1.292,-3.601,76.416,-13.123
0.054,0.072,1.371,-7.812,85.754,-13.367
0.063,0.067,1.430,-9.216,97.900,-13.794
0.084,0.075,1.474,-8.240,111.816,-14.038
0.085,0.039,1.498,-6.348,126.160,-15.137
0.103,0.039,1.551,-3.357,139.404,-15.991

-0.722,-0.063,2.847,16.663,-469.543,51.636
-0.769,-0.012,3.116,6.775,-392.578,53.345
-0.723,0.021,3.210,-1.709,-301.758,47.424
-0.644,0.063,3.335,-6.592,-246.826,40.894
-0.543,0.077,3.397,-15.564,-195.251,28.564
-0.447,0.051,3.427,-24.231,-137.390,15.930
-0.387,0.030,3.346,-27.893,-88.562,6.226
-0.312,0.025,3.140,-22.339,-43.274,-1.404
-0.243,0.039,2.846,-8.301,-6.348,-7.812
-0.153,0.068,2.496,9.399,20.813,-13.855
-0.055,0.090,2.131,25.513,40.466,-19.043
0.052,0.107,1.801,34.729,54.443,-22.278
0.132,0.119,1.510,36.865,65.247,-24.170
0.179,0.128,1.273,34.485,72.815,-25.452
0.207,0.128,1.085,30.029,76.172,-26.733
0.228,0.116,0.952,25.757,75.195,-26.917
0.246,0.109,0.867,21.667,71.655,-26.062
0.258,0.108,0.803,18.250,66.711,-24.780
0.266,0.103,0.749,15.869,60.547,-23.010
0.260,0.094,0.709,13.184,54.443,-20.935
0.244,0.084,0.689,10.376,48.828,-18.127
0.223,0.080,0.679,8.118,42.419,-14.771
0.213,0.077,0.666,6.958,34.790,-11.597
0.198,0.065,0.676,6.165,27.100,-8.606
0.173,0.045,0.707,5.798,19.958,-5.737
0.166,0.049,0.758,5.310,13.916,-3.113
0.169,0.066,0.814,4.944,9.827,-1.404
0.160,0.067,0.845,3.357,8.362,-2.014
0.143,0.044,0.863,0.671,9.399,-3.052
0.126,0.017,0.880,-3.052,11.169,-3.540
0.126,-0.001,0.914,-8.057,11.902,-3.296
0.124,-0.019,0.937,-13.000,11.780,-2.686
0.122,-0.039,0.949,-15.564,11.841,-1.892
0.128,-0.048,0.962,-15.564,12.390,-0.977
0.131,-0.052,0.971,-13.428,13.306,0.183
0.136,-0.057,0.974,-11.414,14.160,1.648
0.148,-0.053,0.980,-10.254,14.343,3.540
0.170,-0.037,0.984,-9.216,15.076,5.920
0.180,-0.014,0.994,-7.080,16.846,8.118
0.199,0.013,1.006,-4.333,18.555,9.583
0.209,0.036,1.019,-2.441,20.142,9.705
0.222,0.049,1.034,-1.465,21.545,8.850
0.229,0.051,1.074,-1.038,23.437,8.118
0.254,0.074,1.116,-0.916,26.917,7.446
0.262,0.094,1.132,-1.099,31.555,6.042
0.262,0.089,1.130,-1.526,36.133,2.991
0.263,0.074,1.124,-1.465,39.429,0.000
0.282,0.074,1.132,-2.197,41.992,-1.465
0.291,0.064,1.116,-2.808,43.823,-2.625
0.284,0.049,1.120,-4.089,47.241,-3.418
0.306,0.048,1.142,-4.456,49.316,-3.784
0.319,0.050,1.167,-5.066,52.917,-3.784
0.312,0.049,1.194,-4.395,59.387,-3.845
0.323,0.032,1.257,-3.845,67.017,-3.479
0.328,0.033,1.354,-3.784,76.660,-3.357
0.340,0.031,1.458,-3.479,90.515,-3.113
0.352,0.026,1.562,-3.540,108.765,-3.784
0.381,0.018,1.655,-3.540,130.615,-5.066
0.389,0.004,1.713,-2.869,156.250,-8.362
0.387,-0.005,1.736,-1.587,183.838,-11.902

-1.388,-0.199,2.317,49.133,-660.339,68.604
-1.205,-0.297,3.074,44.556,-599.060,63.293
-0.805,-0.123,3.762,14.526,-519.409,69.336
-0.707,0.042,4.000,-11.963,-435.059,84.290
-0.548,0.175,4.000,-37.720,-314.331,80.383
-0.387,0.218,3.949,-52.246,-195.557,59.692
-0.392,0.205,3.657,-48.340,-125.610,38.635
-0.341,0.135,3.340,-34.790,-74.341,16.785
-0.282,0.082,3.009,-20.081,-36.316,4.150
-0.229,0.105,2.689,-6.165,-8.911,0.732
-0.129,0.192,2.371,7.568,10.071,0.854
-0.019,0.258,2.049,22.278,26.123,-1.587
0.073,0.312,1.738,33.997,39.246,-7.263
0.142,0.303,1.459,40.283,49.438,-14.587
0.182,0.289,1.238,40.283,55.603,-20.569
0.206,0.276,1.077,35.950,60.242,-23.682
0.232,0.282,0.943,31.616,61.829,-23.987
0.244,0.293,0.849,27.832,59.998,-24.292
0.252,0.297,0.772,25.879,55.176,-25.635
0.252,0.284,0.714,27.893,45.959,-27.039
0.245,0.271,0.690,29.419,35.217,-28.564
0.233,0.239,0.680,29.602,26.367,-27.893
0.220,0.215,0.702,26.489,18.372,-25.330
0.214,0.200,0.740,21.301,11.169,-21.301
0.197,0.189,0.787,16.052,5.981,-17.212
0.192,0.179,0.844,12.207,3.296,-13.550
0.191,0.177,0.914,10.315,1.831,-11.169
0.192,0.178,0.955,10.986,3.174,-9.949
0.183,0.182,0.967,13.672,6.775,-10.071
0.166,0.176,0.951,16.052,10.620,-11.658
0.141,0.154,0.925,16.418,13.733,-13.672
0.111,0.120,0.905,13.184,15.564,-15.564
0.088,0.078,0.896,6.714,16.174,-15.991
0.063,0.038,0.905,-1.282,14.893,-14.832
0.056,0.002,0.921,-7.507,12.634,-12.695
0.066,-0.020,0.941,-10.498,10.254,-9.766
0.080,-0.036,0.958,-10.132,8.667,-7.446
0.105,-0.040,0.969,-7.629,8.667,-5.066
0.123,-0.036,0.969,-4.700,10.010,-3.113
0.125,-0.032,0.954,-1.709,12.329,-1.099
0.126,-0.021,0.956,0.732,14.343,1.404
0.138,-0.002,0.964,1.465,15.198,4.028
0.138,0.014,0.985,1.831,15.320,5.676
0.147,0.028,1.052,1.770,15.930,6.653
0.176,0.052,1.121,0.671,18.555,7.507
0.188,0.066,1.165,0.000,23.804,7.812
0.194,0.085,1.193,-1.282,31.250,7.019
0.208,0.093,1.192,-2.441,37.781,5.127
0.220,0.096,1.194,-4.150,43.213,3.235
0.216,0.081,1.191,-5.432,47.668,1.221
0.214,0.050,1.243,-5.554,51.392,0.610
0.259,0.053,1.334,-5.188,56.396,2.014
0.270,0.072,1.385,-1.892,65.125,2.625
0.265,0.063,1.442,3.113,76.721,1.221
0.288,0.069,1.496,5.798,90.942,0.732
0.302,0.082,1.456,6.470,107.544,-0.244
0.285,0.080,1.359,5.920,123.718,-1.770
0.282,0.073,1.261,2.625,134.827,-2.808
0.295,0.071,1.185,-1.770,139.587,-3.479
0.312,0.062,1.130,-5.005,140.503,-4.150

-0.495,-0.097,2.765,23.315,-542.786,85.693
-0.229,0.074,3.035,38.330,-457.397,90.088
-0.055,0.187,2.862,50.720,-346.375,72.693
0.124,0.251,2.573,46.875,-248.901,48.035
0.028,0.200,2.208,36.194,-193.054,28.870
0.032,0.168,1.969,11.780,-151.367,11.536
0.024,0.092,1.834,-11.963,-117.065,3.418
-0.039,0.052,1.783,-26.123,-99.243,1.282
-0.087,0.021,1.791,-28.320,-87.891,-0.061
-0.086,0.013,1.795,-18.555,-81.665,-1.404
-0.088,0.007,1.747,-1.892,-76.416,-3.235
-0.088,0.005,1.669,13.977,-71.411,-5.310
-0.073,-0.012,1.583,23.987,-64.697,-6.592
-0.027,0.000,1.522,28.503,-61.462,-6.409
0.040,0.001,1.484,28.137,-56.641,-5.920
0.093,0.003,1.464,25.452,-46.326,-5.554
0.131,0.021,1.459,21.790,-34.485,-4.517
0.154,0.029,1.419,19.470,-20.386,-4.272
0.150,0.032,1.352,18.799,-6.470,-4.944
0.131,0.024,1.277,18.005,4.517,-5.920
0.093,0.007,1.198,17.029,11.841,-5.981
0.069,0.000,1.148,14.771,13.733,-4.333
0.069,0.005,1.119,11.414,13.123,-1.831
0.068,0.016,1.115,8.362,11.658,0.488
0.078,0.030,1.119,6.226,10.742,2.563
0.093,0.051,1.126,4.639,11.047,4.150
0.108,0.071,1.115,3.357,12.817,4.517
0.118,0.082,1.093,2.563,15.686,3.662
0.118,0.081,1.066,1.465,18.372,2.075
0.111,0.071,1.047,0.305,20.874,0.488
0.107,0.059,1.023,-0.610,23.437,-0.305
0.106,0.051,0.998,-1.282,25.330,-0.366
0.103,0.044,0.977,-1.953,25.574,-0.305
0.099,0.032,0.971,-1.770,26.306,0.000
0.109,0.025,0.977,-1.099,26.733,0.488
0.114,0.031,0.977,-0.549,27.039,0.854
0.109,0.029,0.963,0.671,27.954,0.671
0.110,0.022,0.956,0.916,27.893,-0.122
0.104,0.011,0.966,0.061,26.855,-0.854
0.099,-0.001,0.989,-0.793,26.306,-0.732
0.099,-0.012,1.024,-1.831,26.428,0.183
0.108,-0.015,1.071,-2.686,27.405,1.160
0.117,-0.006,1.110,-2.197,28.931,1.587
0.124,-0.004,1.135,-0.732,31.921,1.099
0.128,-0.006,1.151,0.427,36.499,-0.183
0.130,-0.015,1.170,0.427,41.260,-0.977
0.133,-0.025,1.201,-0.854,46.875,-1.221
0.136,-0.032,1.250,-2.991,54.077,-1.465
0.138,-0.049,1.314,-5.127,62.866,-1.343
0.139,-0.056,1.370,-6.470,73.181,-0.793
0.154,-0.069,1.435,-7.263,85.938,-0.793
0.166,-0.061,1.477,-7.202,100.281,-0.977
0.163,-0.063,1.476,-6.226,115.295,-2.319
0.167,-0.071,1.477,-5.920,128.906,-3.967
0.182,-0.078,1.458,-6.470,142.517,-4.761
0.197,-0.083,1.420,-7.568,154.907,-5.798
0.200,-0.115,1.451,-8.728,166.504,-5.127
0.240,-0.134,1.510,-10.864,180.664,-2.380
0.286,-0.097,1.537,-12.085,198.975,1.160
0.316,-0.054,1.509,-8.911,220.825,2.136

-0.895,0.012,2.455,49.133,-660.950,75.195
-0.677,0.032,3.220,56.335,-627.441,71.472
-0.342,0.153,3.665,52.429,-553.833,60.242
-0.081,0.110,3.568,50.293,-421.387,42.236
0.183,0.020,3.247,36.560,-286.438,30.090
0.119,0.072,3.018,18.066,-216.675,37.964
0.124,0.202,2.784,-3.845,-159.668,40.283
0.248,0.215,2.530,-19.836,-82.458,28.198
0.195,0.221,2.303,-20.386,-42.358,12.939
0.198,0.188,2.050,-7.935,-17.883,-1.282
0.195,0.139,1.800,10.498,3.296,-11.841
0.190,0.120,1.566,25.024,14.771,-18.188
0.191,0.108,1.383,33.203,21.240,-20.508
0.194,0.115,1.253,36.682,20.569,-20.752
0.222,0.119,1.149,37.170,20.691,-21.057
0.232,0.126,1.074,36.682,21.423,-21.667
0.250,0.123,0.997,36.377,22.888,-21.484
0.269,0.124,0.941,35.461,24.170,-20.752
0.280,0.124,0.883,34.851,24.902,-20.203
0.266,0.120,0.845,34.058,24.658,-19.165
0.260,0.117,0.842,31.311,21.912,-18.860
0.257,0.108,0.849,26.489,17.090,-18.372
0.247,0.093,0.868,21.240,13.611,-17.090
0.236,0.078,0.892,15.869,11.047,-15.137
0.231,0.068,0.918,11.841,9.216,-12.512
0.221,0.062,0.953,8.484,8.118,-10.864
0.211,0.055,0.981,6.714,7.507,-9.705
0.212,0.059,1.000,6.042,6.531,-8.118
0.204,0.045,0.999,6.653,9.033,-6.897
0.188,0.033,1.000,7.385,11.292,-6.287
0.185,0.022,1.002,7.385,13.367,-5.615
0.176,0.006,1.010,6.531,13.855,-5.615
0.175,-0.002,1.032,4.333,13.184,-4.822
0.173,-0.017,1.046,2.869,15.015,-3.845
0.181,-0.023,1.058,2.502,17.395,-2.563
0.202,-0.017,1.056,2.258,19.348,-1.099
0.219,-0.011,1.049,1.099,21.667,0.000
0.214,-0.007,1.040,-0.977,23.926,0.671
0.223,-0.005,1.036,-3.296,25.024,1.404
0.241,0.004,1.052,-4.822,26.062,2.747
0.259,0.015,1.072,-4.761,28.442,3.601
0.257,0.016,1.098,-3.296,31.311,3.418
0.268,0.020,1.138,-2.014,34.668,2.747
0.274,0.030,1.162,-0.916,39.612,2.625
0.279,0.034,1.166,0.732,45.288,1.831
0.286,0.042,1.164,1.892,50.476,0.610
0.295,0.040,1.171,2.014,54.932,-0.916
0.306,0.032,1.185,0.671,59.204,-2.319
0.314,0.021,1.196,-1.526,64.758,-2.808
0.318,0.015,1.189,-4.089,70.740,-2.686
0.325,0.004,1.176,-6.348,75.623,-2.319
0.322,-0.010,1.172,-6.592,79.712,-2.380
0.323,-0.023,1.191,-5.981,82.764,-1.587
0.343,-0.032,1.241,-5.432,87.097,-0.244
0.340,-0.037,1.280,-4.211,94.482,1.282
0.350,-0.046,1.328,-4.089,103.699,3.174
0.374,-0.040,1.384,-6.714,115.173,4.333
0.406,-0.022,1.434,-10.437,130.066,5.066
0.422,-0.004,1.439,-14.648,149.597,4.272
0.406,-0.014,1.399,-18.860,170.105,1.038

-1.620,-0.382,2.233,70.679,-701.111,54.565
-1.479,-0.346,3.100,49.805,-664.856,54.016
-1.034,-0.338,3.814,22.583,-589.539,65.063
-0.380,-0.085,4.000,-15.381,-499.329,92.896
-0.031,0.382,4.000,-51.941,-375.183,109.131
0.085,0.500,3.988,-65.491,-192.810,79.834
-0.006,0.429,3.448,-55.298,-52.246,27.649
-0.233,0.212,2.867,-33.142,0.671,-10.864
-0.309,0.012,2.392,-12.878,28.381,-33.142
-0.305,-0.085,2.042,1.038,41.138,-34.729
-0.250,-0.067,1.818,12.451,36.255,-23.254
-0.134,0.031,1.690,21.729,27.954,-11.169
-0.023,0.133,1.594,29.724,24.597,-6.409
0.054,0.193,1.487,37.598,27.710,-8.728
0.124,0.210,1.353,40.955,34.424,-14.160
0.173,0.211,1.226,38.574,43.091,-18.799
0.204,0.205,1.112,33.264,52.124,-22.095
0.211,0.197,1.021,27.283,59.509,-24.048
0.218,0.181,0.943,23.254,62.805,-25.085
0.215,0.162,0.889,20.386,62.256,-25.574
0.201,0.144,0.866,18.677,57.495,-25.085
0.174,0.116,0.861,18.433,51.331,-23.193
0.163,0.089,0.887,18.127,45.166,-20.081
0.153,0.087,0.922,18.005,37.415,-15.686
0.146,0.089,0.950,17.456,31.128,-12.146
0.158,0.095,0.982,17.395,28.442,-8.545
0.162,0.102,1.002,16.968,27.466,-6.226
0.157,0.098,1.014,16.846,28.748,-5.554
0.163,0.098,1.016,15.808,31.067,-5.371
0.161,0.090,1.008,13.794,33.875,-6.531
0.153,0.077,0.997,10.498,36.621,-8.301
0.139,0.053,0.980,6.165,39.368,-9.766
0.131,0.022,0.962,0.916,40.771,-10.498
0.135,0.003,0.961,-4.639,40.649,-9.399
0.141,-0.018,0.958,-8.423,39.734,-7.812
0.153,-0.031,0.962,-10.132,38.513,-5.615
0.173,-0.038,0.975,-9.216,37.354,-3.357
0.192,-0.036,0.999,-6.836,37.476,-1.404
0.212,-0.029,1.012,-3.723,38.757,0.427
0.231,-0.016,1.013,-0.244,40.771,2.136
0.236,-0.002,1.018,1.892,43.213,3.235
0.254,0.002,1.041,1.648,45.105,3.357
0.264,0.003,1.087,0.183,47.485,2.869
0.276,-0.000,1.148,-2.258,50.049,3.296
0.300,0.012,1.211,-5.127,54.993,3.784
0.308,0.004,1.278,-6.958,62.561,3.357
0.337,0.012,1.359,-9.338,71.838,2.808
0.367,0.016,1.389,-10.132,83.435,1.648
0.357,0.010,1.370,-7.446,96.375,-1.099
0.353,-0.001,1.344,-5.127,107.422,-3.479
0.352,-0.020,1.332,-3.296,116.455,-4.700
0.354,-0.030,1.342,-2.380,124.756,-4.578
0.361,-0.046,1.371,-1.526,134.216,-3.784
0.380,-0.042,1.402,-1.709,144.958,-2.930
0.384,-0.050,1.384,-0.977,157.776,-2.625
0.381,-0.079,1.395,-0.732,170.593,-2.075
0.412,-0.081,1.453,-2.014,184.998,-0.610
0.421,-0.088,1.502,-2.686,202.271,0.366
0.438,-0.094,1.553,-1.404,222.351,0.183
0.449,-0.122,1.495,-2.686,247.253,-1.160

-0.556,0.226,-2.335,46.326,-153.687,-43.762
-0.782,0.040,-2.414,53.955,-263.184,-53.833
-1.017,-0.130,-2.162,44.800,-387.024,-52.612
-1.208,-0.190,-1.735,27.405,-501.160,-40.344
-1.427,-0.262,-1.212,18.616,-599.304,-19.043
-1.694,-0.258,-0.753,19.714,-687.195,4.089
-2.046,-0.302,-0.333,18.188,-767.700,26.550
-2.219,-0.162,0.518,8.423,-844.238,46.021
-2.811,-0.300,1.565,11.597,-925.964,66.833
-2.833,-0.503,2.953,17.212,-946.533,81.787
-2.184,-0.359,4.000,-9.949,-885.803,95.825
-1.198,-0.069,4.000,-33.203,-755.493,105.469
-0.518,0.085,4.000,-34.302,-547.241,101.379
-0.279,0.206,4.000,-32.715,-295.837,78.003
-0.143,0.295,4.000,-30.457,-83.130,42.725
-0.094,0.235,3.620,-12.695,21.790,10.925
-0.293,0.094,2.939,13.245,40.161,-9.521
-0.323,-0.037,2.391,22.156,69.153,-28.564
-0.224,-0.104,2.002,20.447,97.656,-33.020
-0.176,-0.069,1.727,23.193,91.675,-20.264
-0.036,0.047,1.547,25.879,81.970,-8.789
0.070,0.127,1.372,30.579,82.092,-7.263
0.149,0.184,1.195,36.133,78.064,-11.353
0.219,0.203,1.040,38.635,74.524,-17.395
0.271,0.200,0.906,37.476,71.594,-23.132
0.306,0.184,0.791,33.997,68.970,-26.428
0.309,0.179,0.715,28.198,66.040,-27.649
0.294,0.165,0.664,22.217,62.500,-27.588
0.276,0.151,0.634,16.724,57.800,-26.550
0.245,0.138,0.636,11.230,50.598,-24.963
0.207,0.121,0.623,8.667,42.664,-23.193
0.161,0.098,0.625,8.484,34.119,-21.057
0.113,0.075,0.669,8.240,24.536,-18.982
0.089,0.062,0.723,10.254,12.756,-16.968
0.083,0.057,0.781,11.902,3.479,-15.076
0.072,0.027,0.847,13.062,-1.221,-14.221
0.077,0.014,0.917,12.878,-6.470,-13.977
0.082,-0.002,0.980,10.376,-7.996,-13.367
0.085,-0.025,1.039,7.202,-4.822,-12.451
0.081,-0.049,1.089,2.441,0.122,-12.146
0.089,-0.076,1.122,-2.563,5.249,-11.658
0.095,-0.094,1.144,-6.165,11.047,-10.376
0.106,-0.104,1.160,-7.324,16.785,-8.667
0.122,-0.105,1.162,-6.348,22.339,-6.531
0.144,-0.099,1.143,-3.235,27.466,-4.578
0.156,-0.089,1.112,0.366,31.250,-2.502
0.174,-0.062,1.075,4.089,32.593,-1.099
0.187,-0.034,1.047,7.629,32.532,-0.305
0.200,-0.006,1.018,10.864,32.288,-0.183
0.200,-0.007,1.013,12.817,30.640,-0.732
0.207,-0.011,1.037,11.597,29.236,-0.854
0.208,-0.021,1.092,8.057,30.151,-0.732
0.226,-0.037,1.218,2.625,33.142,0.488
0.271,-0.030,1.380,-4.395,40.222,3.052
0.307,0.010,1.495,-9.399,54.749,4.578
0.306,0.022,1.507,-9.338,74.097,2.197
0.295,0.014,1.452,-6.897,91.248,-2.991
0.282,-0.006,1.360,-3.784,103.149,-8.240
0.247,-0.043,1.273,-1.099,110.962,-11.841
0.233,-0.083,1.211,-0.061,114.624,-12.329

-1.002,-0.009,2.516,-35.645,-709.778,59.570
-0.737,0.170,3.036,-66.589,-608.337,82.336
-0.377,0.532,3.373,-105.103,-478.088,97.168
-0.178,0.694,3.278,-112.854,-345.764,87.952
-0.254,0.568,2.853,-80.994,-244.080,57.251
-0.434,0.342,2.387,-44.739,-184.509,27.527
-0.565,0.174,2.036,-23.865,-147.949,14.465
-0.609,0.141,1.879,-17.029,-121.643,17.639
-0.639,0.176,1.836,-13.306,-104.553,24.109
-0.615,0.223,1.835,-4.761,-96.436,25.513
-0.565,0.251,1.802,6.226,-87.219,21.484
-0.491,0.246,1.743,14.893,-71.411,16.663
-0.405,0.251,1.698,18.250,-53.162,12.878
-0.326,0.251,1.658,20.264,-36.255,8.789
-0.255,0.250,1.609,25.330,-19.409,3.662
-0.212,0.244,1.533,31.921,-2.014,-1.587
-0.204,0.249,1.436,37.415,15.381,-6.226
-0.209,0.248,1.296,41.260,31.067,-9.277
-0.230,0.235,1.157,40.955,40.710,-11.719
-0.250,0.224,1.062,37.170,44.739,-12.634
-0.242,0.213,1.005,31.982,44.922,-12.451
-0.231,0.204,0.981,27.039,43.152,-12.390
-0.236,0.193,0.973,23.682,40.894,-12.207
-0.222,0.188,0.975,21.667,38.696,-11.902
-0.206,0.184,0.984,20.142,37.170,-11.414
-0.187,0.173,0.999,19.348,37.048,-11.597
-0.202,0.163,1.017,18.311,38.452,-11.292
-0.189,0.160,1.045,16.357,42.114,-10.864
-0.168,0.148,1.065,14.343,46.448,-10.193
-0.169,0.146,1.071,14.404,51.636,-11.108
-0.162,0.123,1.059,15.503,57.251,-12.695
-0.168,0.116,1.055,15.686,62.500,-13.489
-0.174,0.113,1.044,15.137,66.895,-13.245
-0.172,0.099,1.016,15.015,68.665,-12.817
-0.149,0.094,1.001,14.160,68.481,-11.475
-0.140,0.086,1.012,12.756,67.322,-9.949
-0.121,0.082,1.049,10.864,67.932,-8.240
-0.095,0.078,1.088,8.118,70.496,-6.836
-0.065,0.087,1.116,5.676,74.890,-5.615
-0.037,0.098,1.121,5.859,80.994,-5.066
-0.030,0.116,1.110,8.362,87.341,-6.104
-0.052,0.107,1.101,11.841,92.529,-9.338
-0.052,0.088,1.103,13.550,96.924,-12.756
-0.046,0.073,1.109,12.878,100.464,-14.282
-0.049,0.052,1.126,10.681,103.333,-14.648
-0.034,0.035,1.138,7.263,106.384,-13.916
0.006,0.041,1.139,4.700,108.887,-13.000
0.028,0.036,1.132,4.700,109.009,-12.146
0.049,-0.003,1.174,5.981,110.168,-11.536
0.107,-0.012,1.266,4.700,115.173,-8.667
0.145,0.022,1.318,4.761,124.756,-4.883
0.147,0.024,1.308,8.118,138.916,-2.747
0.136,0.042,1.280,11.536,153.870,-2.563
0.122,0.063,1.250,13.367,163.818,-4.456
0.110,0.038,1.223,15.747,168.701,-9.033
0.141,0.000,1.246,15.442,171.021,-13.000
0.196,-0.045,1.339,13.123,174.988,-14.465
0.237,-0.074,1.453,12.024,185.547,-13.489
0.247,-0.083,1.483,14.526,201.904,-11.169
0.258,-0.071,1.453,18.005,221.313,-6.653

-0.551,-0.261,2.659,52.856,-376.770,13.184
-0.540,-0.292,2.897,46.082,-329.346,23.193
-0.391,-0.137,3.191,18.127,-281.006,41.260
-0.257,0.017,3.399,-14.587,-226.929,47.546
-0.101,0.083,3.389,-39.490,-154.663,34.546
-0.021,0.051,3.210,-48.523,-95.520,17.456
0.007,0.011,2.955,-47.485,-52.368,3.540
0.031,-0.009,2.650,-40.161,-17.639,-4.089
0.067,0.028,2.354,-29.602,5.676,-7.019
0.127,0.082,2.066,-15.686,20.508,-8.667
0.193,0.137,1.797,-1.038,29.419,-11.963
0.247,0.167,1.543,11.353,35.400,-16.541
0.292,0.174,1.317,18.982,39.917,-20.935
0.318,0.168,1.127,20.569,43.335,-23.621
0.336,0.166,0.980,17.395,45.532,-23.865
0.351,0.161,0.870,11.597,44.739,-23.315
0.347,0.156,0.811,5.493,41.626,-22.095
0.353,0.155,0.790,0.793,36.438,-20.447
0.356,0.159,0.782,-1.343,30.396,-18.738
0.331,0.151,0.785,-1.648,25.146,-17.456
0.311,0.131,0.812,-2.258,20.447,-15.686
0.309,0.132,0.850,-3.967,15.015,-13.062
0.305,0.133,0.890,-5.005,11.597,-10.010
0.293,0.136,0.925,-5.005,9.521,-8.118
0.276,0.131,0.953,-3.662,8.850,-6.958
0.273,0.129,0.976,-1.404,8.606,-6.348
0.264,0.121,0.990,0.854,9.277,-6.470
0.244,0.113,0.989,2.808,10.620,-7.324
0.225,0.111,0.979,3.906,12.085,-8.545
0.214,0.091,0.966,2.441,12.878,-10.254
0.205,0.055,0.967,-1.404,13.306,-11.414
0.207,0.021,0.967,-5.310,14.099,-10.986
0.209,-0.001,0.971,-8.118,14.832,-9.705
0.225,-0.008,0.969,-8.789,15.930,-7.996
0.238,-0.012,0.954,-7.324,17.517,-6.531
0.250,-0.012,0.923,-5.737,19.287,-5.493
0.251,-0.008,0.888,-4.883,20.935,-4.150
0.254,0.000,0.856,-4.211,20.935,-3.052
0.263,0.014,0.832,-3.540,19.592,-1.892
0.271,0.028,0.812,-2.441,17.456,-1.221
0.276,0.039,0.801,-1.526,15.625,-0.793
0.280,0.049,0.794,-1.465,13.611,-0.671
0.286,0.061,0.796,-2.625,11.108,-0.793
0.281,0.063,0.809,-4.211,9.155,-1.160
0.282,0.058,0.831,-5.737,7.568,-1.404
0.290,0.057,0.852,-7.019,6.348,-2.014
0.282,0.051,0.874,-7.507,5.676,-2.747
0.269,0.032,0.906,-6.714,5.310,-3.296
0.276,0.035,0.954,-5.920,5.005,-2.869
0.276,0.033,0.993,-5.859,5.493,-2.625
0.272,0.015,1.047,-6.409,6.775,-2.258
0.265,0.000,1.135,-7.751,8.789,-1.526
0.260,-0.028,1.266,-7.507,12.268,-0.183
0.267,-0.031,1.424,-5.127,18.616,2.563
0.271,-0.038,1.575,-0.366,28.625,4.761
0.298,-0.001,1.731,4.456,41.809,6.042
0.319,0.037,1.777,6.104,61.035,4.272
0.292,0.025,1.754,5.676,83.801,0.122
0.264,-0.024,1.745,1.709,101.746,-3.357
0.298,-0.027,1.754,-3.723,114.624,-3.601

-1.396,-0.294,2.309,42.542,-570.923,46.509
-1.192,-0.374,2.979,37.292,-539.490,52.856
-0.880,-0.266,3.638,16.541,-493.958,88.379
-0.598,0.128,4.000,-4.333,-418.762,125.488
-0.234,0.459,4.000,-20.325,-279.480,118.286
-0.152,0.523,3.715,-17.090,-156.860,80.078
-0.225,0.431,3.286,-2.991,-82.336,34.790
-0.302,0.221,2.815,6.287,-23.987,-2.319
-0.331,0.092,2.429,8.484,12.512,-18.005
-0.291,0.057,2.105,7.324,31.433,-17.944
-0.190,0.094,1.865,10.437,37.781,-13.062
-0.067,0.152,1.660,19.470,39.612,-10.254
0.031,0.186,1.472,32.043,42.358,-11.902
0.098,0.209,1.294,41.443,44.983,-15.625
0.159,0.221,1.130,44.983,47.974,-17.944
0.192,0.229,0.998,42.053,51.208,-18.921
0.216,0.234,0.898,34.851,52.856,-18.860
0.232,0.237,0.836,26.367,52.246,-18.982
0.240,0.230,0.799,19.287,49.927,-19.104
0.229,0.210,0.770,14.771,45.349,-19.836
0.201,0.181,0.758,12.939,40.039,-19.409
0.184,0.157,0.775,12.024,32.959,-18.005
0.173,0.145,0.811,11.902,25.818,-15.198
0.163,0.144,0.849,12.390,20.020,-11.902
0.151,0.146,0.872,13.611,15.991,-9.399
0.132,0.153,0.886,15.076,13.062,-8.179
0.124,0.158,0.907,14.954,11.047,-7.507
0.123,0.162,0.938,11.475,9.888,-7.446
0.116,0.155,0.954,7.202,11.108,-8.362
0.102,0.128,0.960,3.235,13.306,-9.888
0.089,0.100,0.957,-0.610,15.259,-11.047
0.072,0.066,0.946,-3.601,15.686,-12.085
0.062,0.027,0.939,-6.348,15.259,-11.902
0.066,-0.001,0.938,-7.385,13.977,-10.010
0.070,-0.018,0.939,-6.714,12.817,-7.385
